Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Car,CouncilArea,Regionname,Propertycount
Richmond,14 James St,4,h,S,Jellis,26/08/2017,2.4,3121.0,1.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3 Stanley St,3,h,S,Marshall,26/08/2017,2.4,3121.0,2.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,10/9 Westbank Tce,2,u,PI,Jellis,26/08/2017,2.4,3121.0,2.0,Yarra City Council,Northern Metropolitan,14949.0
Ringwood,115 Loughnan Rd,3,h,S,Ray,26/08/2017,19.9,3134.0,2.0,Maroondah City Council,Eastern Metropolitan,7785.0
Ringwood,2/8 Sussex St,3,t,PI,Noel,26/08/2017,19.9,3134.0,1.0,Maroondah City Council,Eastern Metropolitan,7785.0
Ringwood East,2/16 Bronhill Rd,4,t,VB,McGrath,26/08/2017,21.3,3135.0,2.0,Maroondah City Council,Eastern Metropolitan,4407.0
Ringwood East,14 Everard Rd,2,h,S,Carter,26/08/2017,21.3,3135.0,2.0,Maroondah City Council,Eastern Metropolitan,4407.0
Ringwood North,6 Menzies Cr,4,h,S,hockingstuart,26/08/2017,19.9,3134.0,2.0,Manningham City Council,Eastern Metropolitan,3619.0
Rosanna,128 Beverley Rd,3,h,VB,Fletchers,26/08/2017,8.9,3084.0,0.0,Banyule City Council,Eastern Metropolitan,3540.0
Rosanna,179 Beverley Rd,3,h,S,Nelson,26/08/2017,8.9,3084.0,2.0,Banyule City Council,Eastern Metropolitan,3540.0
Rosanna,30 Phillips Cr,4,h,S,Nelson,26/08/2017,8.9,3084.0,4.0,Banyule City Council,Eastern Metropolitan,3540.0
Rowville,8 Lakeside Bvd,3,h,S,Biggin,26/08/2017,23.5,3178.0,2.0,Knox City Council,South-Eastern Metropolitan,11667.0
Roxburgh Park,4 Gellion Pl,4,h,S,YPA,26/08/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,5833.0
Roxburgh Park,8 Kennedy Pde,4,h,S,Ray,26/08/2017,20.6,3064.0,1.0,Hume City Council,Northern Metropolitan,5833.0
Roxburgh Park,18 Yellowstone Ct,4,h,S,Raine,26/08/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,5833.0
Sandringham,221 Bluff Rd,4,h,S,Buxton,26/08/2017,15.2,3191.0,2.0,Bayside City Council,Southern Metropolitan,4497.0
Sandringham,3 Campbell St,3,h,S,hockingstuart,26/08/2017,15.2,3191.0,2.0,Bayside City Council,Southern Metropolitan,4497.0
Sandringham,4 Gipsy Wy,2,t,SP,Buxton,26/08/2017,15.2,3191.0,2.0,Bayside City Council,Southern Metropolitan,4497.0
Scoresby,1 millgrove St,3,h,S,Ray,26/08/2017,22.2,3179.0,2.0,Knox City Council,Eastern Metropolitan,2206.0
Seaford,6/153 Austin Rd,3,u,SP,Greg,26/08/2017,35.4,3198.0,2.0,Frankston City Council,South-Eastern Metropolitan,8077.0
Seaford,137 East Rd,3,h,S,hockingstuart,26/08/2017,35.4,3198.0,1.0,Frankston City Council,South-Eastern Metropolitan,8077.0
Seaford,8 Galway St,3,h,S,Barry,26/08/2017,35.4,3198.0,2.0,Frankston City Council,South-Eastern Metropolitan,8077.0
Seddon,4 Alexander St,4,h,S,Sweeney,26/08/2017,5.1,3011.0,3.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,39 Austin St,2,h,S,Sweeney,26/08/2017,5.1,3011.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,48 Hamilton St,4,h,SP,Sweeney,26/08/2017,5.1,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,32 Tennyson St,2,h,S,hockingstuart,26/08/2017,5.1,3011.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0
South Melbourne,4 Anderson St,5,h,VB,Marshall,26/08/2017,1.9,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,303/28 Bank St,2,u,S,Greg,26/08/2017,1.9,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,18 Martin St,3,h,S,Greg,26/08/2017,1.9,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,321 Park St,2,t,S,hockingstuart,26/08/2017,1.9,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Morang,2/5 Briar Ct,2,u,S,HAR,26/08/2017,20.5,3752.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0
South Morang,6 Jezwing Av,3,h,S,RW,26/08/2017,20.5,3752.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0
South Morang,26 Kingfisher Pl,4,h,VB,Stockdale,26/08/2017,20.5,3752.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0
South Morang,15 Vanderbilt Av,4,h,SP,Iconek,26/08/2017,20.5,3752.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0
South Morang,1 Vincent Dr,3,h,PI,YPA,26/08/2017,20.5,3752.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0
South Morang,18 Warbler Wk,3,h,S,Millership,26/08/2017,20.5,3752.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0
South Yarra,8/37 Darling St,1,u,S,Biggin,26/08/2017,2.7,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,12/48 Darling St,3,u,S,Marshall,26/08/2017,2.7,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,11/209 Domain Rd,2,u,S,hockingstuart,26/08/2017,2.7,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,20/22 Mona Pl,2,u,VB,Greg,26/08/2017,2.7,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
Spotswood,20 Watt St,3,h,S,RT,26/08/2017,6.2,3015.0,2.0,Hobsons Bay City Council,Western Metropolitan,1223.0
Springvale,34 Glendale Rd,3,h,SP,Le,26/08/2017,20.8,3171.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,7412.0
St Albans,1/52 Conrad St,2,t,S,Barry,26/08/2017,14.0,3021.0,2.0,Brimbank City Council,Western Metropolitan,14042.0
St Albans,128 Denton Av,3,h,SN,Barry,26/08/2017,14.0,3021.0,0.0,Brimbank City Council,Western Metropolitan,14042.0
St Albans,19 Grant St,3,h,SN,Barry,26/08/2017,14.0,3021.0,2.0,Brimbank City Council,Western Metropolitan,14042.0
St Albans,33 Moonstone Cct,4,h,S,YPA,26/08/2017,14.0,3021.0,2.0,Brimbank City Council,Western Metropolitan,14042.0
St Albans,39b Power St,2,u,PI,Brad,26/08/2017,14.0,3021.0,2.0,Brimbank City Council,Western Metropolitan,14042.0
St Albans,6 Ravenna St,3,h,VB,Westside,26/08/2017,14.0,3021.0,4.0,Brimbank City Council,Western Metropolitan,14042.0
St Kilda,3/12 Acland St,1,u,S,hockingstuart,26/08/2017,5.0,3182.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0
St Kilda,81/3 Alfred Sq,2,u,S,hockingstuart,26/08/2017,5.0,3182.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0
St Kilda,12/32 Crimea St,1,u,S,hockingstuart,26/08/2017,5.0,3182.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0
St Kilda,6/22 Mitford St,2,u,SP,Wilson,26/08/2017,5.0,3182.0,2.0,Port Phillip City Council,Southern Metropolitan,13240.0
St Kilda,3/51 Spenser St,2,u,S,Chisholm,26/08/2017,5.0,3182.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0
St Kilda,50/62 Wellington St,1,u,S,hockingstuart,26/08/2017,5.0,3182.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0
Strathmore,4 Collegian Av,3,h,S,McDonald,26/08/2017,8.2,3041.0,3.0,Moonee Valley City Council,Western Metropolitan,3284.0
Sunbury,31 Barkly St,3,h,S,Raine,26/08/2017,31.7,3429.0,3.0,Hume City Council,Western Metropolitan,14092.0
Sunbury,17 Deakin St,3,h,SP,RW,26/08/2017,31.7,3429.0,4.0,Hume City Council,Western Metropolitan,14092.0
Sunbury,57 Dunrossil Dr,3,h,SN,YPA,26/08/2017,31.7,3429.0,2.0,Hume City Council,Western Metropolitan,14092.0
Sunbury,7 Fullbrook Dr,3,h,PI,Leeburn,26/08/2017,31.7,3429.0,2.0,Hume City Council,Western Metropolitan,14092.0
Sunbury,37 Ligar St,4,h,S,Brad,26/08/2017,31.7,3429.0,2.0,Hume City Council,Western Metropolitan,14092.0
Sunbury,64 Stewarts La,3,h,S,One,26/08/2017,31.7,3429.0,2.0,Hume City Council,Western Metropolitan,14092.0
Sunshine,9 Appleby Ct,3,h,S,Barry,26/08/2017,10.5,3020.0,1.0,Brimbank City Council,Western Metropolitan,3755.0
Sunshine,57 Ardoyne St,3,h,S,RW,26/08/2017,10.5,3020.0,2.0,Brimbank City Council,Western Metropolitan,3755.0
Sunshine,74 Hertford Rd,2,h,S,Barry,26/08/2017,10.5,3020.0,1.0,Brimbank City Council,Western Metropolitan,3755.0
Sunshine North,5 Berkshire Rd,3,h,SP,Barry,26/08/2017,10.5,3020.0,2.0,Brimbank City Council,Western Metropolitan,4217.0
Sunshine West,65 Europa Bnd,1,h,S,S&L,26/08/2017,10.5,3020.0,2.0,Brimbank City Council,Western Metropolitan,6763.0
Sunshine West,24 Hilma St,4,h,S,Barry,26/08/2017,10.5,3020.0,2.0,Brimbank City Council,Western Metropolitan,6763.0
Sunshine West,16 Mudford St,3,h,S,Bells,26/08/2017,10.5,3020.0,1.0,Brimbank City Council,Western Metropolitan,6763.0
Surrey Hills,20 Albert Cr,4,h,S,Kay,26/08/2017,10.2,3127.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0
Surrey Hills,46 Durham Rd,3,h,S,Noel,26/08/2017,10.2,3127.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0
Surrey Hills,59 Florence Rd,3,h,S,hockingstuart,26/08/2017,10.2,3127.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0
Surrey Hills,24 Glendale St,7,h,S,Fletchers,26/08/2017,10.2,3127.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0
Surrey Hills,3 Oak St,4,h,VB,Marshall,26/08/2017,10.2,3127.0,3.0,Boroondara City Council,Southern Metropolitan,5457.0
Surrey Hills,101/160 Union Rd,2,u,VB,hockingstuart,26/08/2017,10.2,3127.0,1.0,Boroondara City Council,Southern Metropolitan,5457.0
Sydenham,7 Felicia Wy,4,h,S,Prof.,26/08/2017,18.0,3037.0,1.0,Brimbank City Council,Western Metropolitan,3640.0
Tarneit,27 McMahon Cr,3,h,VB,S&L,26/08/2017,18.4,3029.0,1.0,Wyndham City Council,Western Metropolitan,10160.0
Tarneit,52 Oreilly Rd,4,h,S,Barry,26/08/2017,18.4,3029.0,2.0,Wyndham City Council,Western Metropolitan,10160.0
Tarneit,1 Tavor St,5,h,SP,TRUE,26/08/2017,18.4,3029.0,2.0,Wyndham City Council,Western Metropolitan,10160.0
Taylors Lakes,37 Village Av,3,t,S,Frank,26/08/2017,15.5,3038.0,1.0,Brimbank City Council,Western Metropolitan,5336.0
Templestowe,13 Coleridge Ct,6,h,S,Barry,26/08/2017,15.5,3106.0,3.0,Manningham City Council,Eastern Metropolitan,6202.0
Templestowe,4/14 Glendale Av,3,t,PI,Barry,26/08/2017,15.5,3106.0,1.0,Manningham City Council,Eastern Metropolitan,6202.0
Templestowe,10 Hathaway Cl,4,h,S,Barry,26/08/2017,15.5,3106.0,2.0,Manningham City Council,Eastern Metropolitan,6202.0
Templestowe,7 Stradmore Av,3,h,S,Jellis,26/08/2017,15.5,3106.0,2.0,Manningham City Council,Eastern Metropolitan,6202.0
Templestowe Lower,20 Airds Rd,4,h,S,RT,26/08/2017,12.4,3107.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0
Templestowe Lower,16 Benambra Dr,3,h,S,hockingstuart,26/08/2017,12.4,3107.0,1.0,Manningham City Council,Eastern Metropolitan,5420.0
Templestowe Lower,50 Caroline Dr,5,h,S,Barry,26/08/2017,12.4,3107.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0
Templestowe Lower,7 Dove Ct,4,h,S,Barry,26/08/2017,12.4,3107.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0
Templestowe Lower,67 Fyfe Dr,4,h,VB,hockingstuart,26/08/2017,12.4,3107.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0
Templestowe Lower,1/207 Manningham Rd,2,u,PI,Barry,26/08/2017,12.4,3107.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0
Thomastown,49/90 Edgars Rd,2,t,S,HAR,26/08/2017,15.3,3074.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0
Thornbury,7 Ballantyne St,3,h,S,Woodards,26/08/2017,7.0,3071.0,1.0,Darebin City Council,Northern Metropolitan,8870.0
Thornbury,2/1 Collins St,1,u,PI,Harcourts,26/08/2017,7.0,3071.0,1.0,Darebin City Council,Northern Metropolitan,8870.0
Thornbury,1/128 Dundas St,2,t,PI,McGrath,26/08/2017,7.0,3071.0,2.0,Darebin City Council,Northern Metropolitan,8870.0
Thornbury,323 Gillies St,4,t,S,Jellis,26/08/2017,7.0,3071.0,2.0,Darebin City Council,Northern Metropolitan,8870.0
Thornbury,201 Gooch St,3,h,S,Nelson,26/08/2017,7.0,3071.0,2.0,Darebin City Council,Northern Metropolitan,8870.0
Thornbury,111 Pender St,2,t,S,Jellis,26/08/2017,7.0,3071.0,2.0,Darebin City Council,Northern Metropolitan,8870.0
Thornbury,372 Station St,3,h,SP,Love,26/08/2017,7.0,3071.0,3.0,Darebin City Council,Northern Metropolitan,8870.0
Toorak,4 Blackfriars Cl,4,h,SP,Kay,26/08/2017,4.1,3142.0,3.0,Stonnington City Council,Southern Metropolitan,7217.0
Toorak,3/49 Bruce St,2,u,VB,Marshall,26/08/2017,4.1,3142.0,2.0,Stonnington City Council,Southern Metropolitan,7217.0
Toorak,9 Denham Pl,3,h,S,Kay,26/08/2017,4.1,3142.0,3.0,Stonnington City Council,Southern Metropolitan,7217.0
Toorak,17 Evans Ct,3,h,SP,Kay,26/08/2017,4.1,3142.0,2.0,Stonnington City Council,Southern Metropolitan,7217.0
Toorak,21/1059 Malvern Rd,2,u,VB,Beller,26/08/2017,4.1,3142.0,2.0,Stonnington City Council,Southern Metropolitan,7217.0
Toorak,25/637 Orrong Rd,2,u,SP,Jellis,26/08/2017,4.1,3142.0,1.0,Stonnington City Council,Southern Metropolitan,7217.0
Truganina,12 Arthur Cl,3,h,S,Barry,26/08/2017,18.4,3029.0,2.0,Melton City Council,Western Metropolitan,5811.0
Tullamarine,3/32 Banksia Gr,2,u,S,Jason,26/08/2017,12.9,3043.0,1.0,Brimbank City Council,Western Metropolitan,3296.0
Tullamarine,7 Londrew Ct,3,h,S,Barry,26/08/2017,12.9,3043.0,1.0,Brimbank City Council,Western Metropolitan,3296.0
Tullamarine,1/34 Sharps Rd,2,u,VB,Barry,26/08/2017,12.9,3043.0,1.0,Brimbank City Council,Western Metropolitan,3296.0
Vermont,73 Nurlendi Rd,4,h,S,Barry,26/08/2017,17.2,3133.0,2.0,Maroondah City Council,Eastern Metropolitan,4181.0
Vermont South,308 Hawthorn Rd,3,t,S,Biggin,26/08/2017,17.2,3133.0,2.0,Whitehorse City Council,Eastern Metropolitan,4280.0
Vermont South,25a Minchinbury Dr,3,u,PI,Woodards,26/08/2017,17.2,3133.0,2.0,Whitehorse City Council,Eastern Metropolitan,4280.0
Vermont South,2 Settlers Ct,4,h,SP,Purplebricks,26/08/2017,17.2,3133.0,2.0,Whitehorse City Council,Eastern Metropolitan,4280.0
Vermont South,9 Winswood Cl,4,h,PI,Philip,26/08/2017,17.2,3133.0,2.0,Whitehorse City Council,Eastern Metropolitan,4280.0
Viewbank,149 Graham Rd,5,h,SP,Nelson,26/08/2017,8.9,3084.0,3.0,Banyule City Council,Eastern Metropolitan,2698.0
Viewbank,7 Northwood Dr,4,h,SP,Nelson,26/08/2017,8.9,3084.0,2.0,Banyule City Council,Eastern Metropolitan,2698.0
Wantirna,16 chesterfield Ct,4,h,S,Ray,26/08/2017,14.7,3152.0,2.0,Knox City Council,Eastern Metropolitan,5424.0
Wantirna,9 eton Sq,4,h,PI,Ray,26/08/2017,14.7,3152.0,3.0,Knox City Council,Eastern Metropolitan,5424.0
Wantirna South,12 Armagh Cr,4,h,S,Barry,26/08/2017,14.7,3152.0,2.0,Knox City Council,Eastern Metropolitan,7082.0
Wantirna South,34 Fewster Dr,3,h,S,Barry,26/08/2017,14.7,3152.0,2.0,Knox City Council,Eastern Metropolitan,7082.0
Wantirna South,15 Mara Cl,4,h,S,Barry,26/08/2017,14.7,3152.0,2.0,Knox City Council,Eastern Metropolitan,7082.0
Watsonia,2/14 Daours Ct,2,u,S,Lindellas,26/08/2017,14.5,3087.0,1.0,Banyule City Council,Northern Metropolitan,2329.0
Watsonia,76 Kenmare St,2,h,PI,Morrison,26/08/2017,14.5,3087.0,1.0,Banyule City Council,Northern Metropolitan,2329.0
Watsonia North,22 Meakin St,3,h,PI,Nelson,26/08/2017,14.5,3087.0,3.0,Banyule City Council,Northern Metropolitan,1442.0
Werribee,6 Feijoa Ct,5,h,W,YPA,26/08/2017,14.7,3030.0,2.0,Wyndham City Council,Western Metropolitan,16166.0
Werribee,11 Gundaroo Sq,4,h,PI,Stockdale,26/08/2017,14.7,3030.0,6.0,Wyndham City Council,Western Metropolitan,16166.0
Werribee,91 Latham St,4,h,PI,Triwest,26/08/2017,14.7,3030.0,2.0,Wyndham City Council,Western Metropolitan,16166.0
Werribee,5 Nuragi Ct,4,h,S,hockingstuart,26/08/2017,14.7,3030.0,1.0,Wyndham City Council,Western Metropolitan,16166.0
Werribee,3 Sky Ct,3,h,PI,Barry,26/08/2017,14.7,3030.0,2.0,Wyndham City Council,Western Metropolitan,16166.0
West Footscray,1/21 Waratah St,2,t,S,Jas,26/08/2017,6.4,3012.0,1.0,Maribyrnong City Council,Western Metropolitan,5058.0
Westmeadows,9 Black St,3,h,S,Red,26/08/2017,16.5,3049.0,2.0,Hume City Council,Northern Metropolitan,2474.0
Westmeadows,81 Hillcrest Dr,4,h,VB,Barry,26/08/2017,16.5,3049.0,0.0,Hume City Council,Northern Metropolitan,2474.0
Wheelers Hill,12 Strada Cr,4,h,S,Barry,26/08/2017,16.7,3150.0,2.0,Monash City Council,South-Eastern Metropolitan,7392.0
Williamstown,77 Merrett Dr,3,h,SP,Williams,26/08/2017,6.8,3016.0,2.0,Hobsons Bay City Council,Western Metropolitan,6380.0
Williamstown,83 Power St,3,h,S,Raine,26/08/2017,6.8,3016.0,4.0,Hobsons Bay City Council,Western Metropolitan,6380.0
Williamstown,8/2 Thompson St,2,t,SP,Greg,26/08/2017,6.8,3016.0,1.0,Hobsons Bay City Council,Western Metropolitan,6380.0
Williamstown,96 Verdon St,4,h,PI,Sweeney,26/08/2017,6.8,3016.0,5.0,Hobsons Bay City Council,Western Metropolitan,6380.0
Wyndham Vale,25 Clitheroe Dr,3,u,PN,Harcourts,26/08/2017,27.2,3024.0,0.0,Wyndham City Council,Western Metropolitan,5262.0
Wyndham Vale,19 Dalrymple Bvd,4,h,S,hockingstuart,26/08/2017,27.2,3024.0,2.0,Wyndham City Council,Western Metropolitan,5262.0
Yallambie,17 Amaroo Wy,4,h,S,Buckingham,26/08/2017,12.7,3085.0,2.0,Banyule City Council,Northern Metropolitan,1369.0
Yarraville,6 Agnes St,4,h,SP,Village,26/08/2017,6.3,3013.0,1.0,Maribyrnong City Council,Western Metropolitan,6543.0
Yarraville,33 Freeman St,4,h,VB,Village,26/08/2017,6.3,3013.0,2.0,Maribyrnong City Council,Western Metropolitan,6543.0
Abbotsford,513/6 Acacia Pl,3,u,S,Dingle,7/10/2017,3.0,3067.0,2.0,Yarra City Council,Northern Metropolitan,4019.0
Abbotsford,60 Charles St,3,h,S,Jellis,7/10/2017,3.0,3067.0,2.0,Yarra City Council,Northern Metropolitan,4019.0
Abbotsford,2/47 Nicholson St,2,t,VB,Nelson,7/10/2017,3.0,3067.0,2.0,Yarra City Council,Northern Metropolitan,4019.0
Abbotsford,38 Studley St,3,h,S,Nelson,7/10/2017,3.0,3067.0,1.0,Yarra City Council,Northern Metropolitan,4019.0
Abbotsford,69 Yarra St,3,h,PI,Biggin,7/10/2017,3.0,3067.0,2.0,Yarra City Council,Northern Metropolitan,4019.0
Airport West,18 Glenys Av,3,h,S,Raine,7/10/2017,10.4,3042.0,5.0,Moonee Valley City Council,Western Metropolitan,3464.0
Airport West,35 Thomas St,3,h,S,Nelson,7/10/2017,10.4,3042.0,1.0,Moonee Valley City Council,Western Metropolitan,3464.0
Albion,1/3 Barclay St,3,u,S,Barry,7/10/2017,10.5,3020.0,2.0,Brimbank City Council,Western Metropolitan,2185.0
Albion,1/15 Drummartin St,3,t,S,Douglas,7/10/2017,10.5,3020.0,2.0,Brimbank City Council,Western Metropolitan,2185.0
Albion,66 Sydney St,3,h,PI,Bells,7/10/2017,10.5,3020.0,1.0,Brimbank City Council,Western Metropolitan,2185.0
Altona,12 Belmar Av,3,h,S,Greg,7/10/2017,11.0,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,159 Blyth St,4,h,SP,hockingstuart,7/10/2017,11.0,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,14 Curlew Av,3,h,W,Greg,7/10/2017,11.0,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona Meadows,1/59 Tatman Dr,2,h,S,Barry,7/10/2017,15.5,3028.0,2.0,Hobsons Bay City Council,Western Metropolitan,7630.0
Altona North,23 Ginifer Av,3,h,S,RT,7/10/2017,9.4,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/28 Irwin Av,3,u,SP,hockingstuart,7/10/2017,9.4,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Ardeer,1 Holt St,5,h,PI,Barry,7/10/2017,12.8,3022.0,2.0,Brimbank City Council,Western Metropolitan,1281.0
Armadale,3 Hume St,3,h,SP,Jellis,7/10/2017,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,15/844 Malvern Rd,2,u,S,hockingstuart,7/10/2017,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Ascot Vale,57 Brown Av,2,h,S,Brad,7/10/2017,4.3,3032.0,1.0,Moonee Valley City Council,Western Metropolitan,6567.0
Ascot Vale,3/7 Roxburgh St,2,t,VB,Nelson,7/10/2017,4.3,3032.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0
Ascot Vale,11 Station Av,2,h,SP,Nelson,7/10/2017,4.3,3032.0,0.0,Moonee Valley City Council,Western Metropolitan,6567.0
Ascot Vale,109 Union Rd,3,h,S,Nelson,7/10/2017,4.3,3032.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0
Avondale Heights,24 Alexander St,3,h,SP,Moonee,7/10/2017,9.5,3034.0,1.0,Moonee Valley City Council,Western Metropolitan,4502.0
Avondale Heights,13 Cortina Pl,4,h,VB,Barry,7/10/2017,9.5,3034.0,3.0,Moonee Valley City Council,Western Metropolitan,4502.0
Avondale Heights,178 Military Rd,3,h,SP,Moonee,7/10/2017,9.5,3034.0,1.0,Moonee Valley City Council,Western Metropolitan,4502.0
Bacchus Marsh,5 Munro Ct,3,h,S,FN,7/10/2017,37.5,3340.0,2.0,Moorabool Shire Council,Western Victoria,2871.0
Balaclava,33 Chusan St,2,h,S,McGrath,7/10/2017,6.4,3183.0,2.0,Port Phillip City Council,Southern Metropolitan,2952.0
Balaclava,10/84 Westbury St,2,u,S,Marshall,7/10/2017,6.4,3183.0,2.0,Port Phillip City Council,Southern Metropolitan,2952.0
Balwyn,4/20 Brenbeal St,3,h,VB,Nelson,7/10/2017,7.9,3103.0,2.0,Boroondara City Council,Southern Metropolitan,5682.0
Balwyn North,57 Cityview Rd,5,h,PI,Noel,7/10/2017,9.7,3104.0,4.0,Boroondara City Council,Southern Metropolitan,7809.0
Balwyn North,50 Sylvander St,2,h,S,Noel,7/10/2017,9.7,3104.0,1.0,Boroondara City Council,Southern Metropolitan,7809.0
Beaumaris,92 Haydens Rd,3,h,S,Bayside,7/10/2017,17.3,3193.0,2.0,Bayside City Council,Southern Metropolitan,5366.0
Bellfield,1 Garrett Cr,3,h,S,William,7/10/2017,8.8,3081.0,2.0,Banyule City Council,Eastern Metropolitan,790.0
Bentleigh,14 Jasper Rd,3,h,S,Buxton,7/10/2017,11.4,3204.0,1.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh,234 Patterson Rd,4,h,S,Buxton,7/10/2017,11.4,3204.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh,47B Patterson Rd,2,t,W,McGrath,7/10/2017,11.4,3204.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh East,16 Niki Ct,3,t,VB,hockingstuart,7/10/2017,13.8,3165.0,3.0,Glen Eira City Council,Southern Metropolitan,10969.0
Bentleigh East,22 Stratford Av,3,h,S,Gary,7/10/2017,13.8,3165.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0
Bentleigh East,21B Thornton St,3,t,S,Buxton,7/10/2017,13.8,3165.0,1.0,Glen Eira City Council,Southern Metropolitan,10969.0
Berwick,14 Buxton Mw,4,h,PI,Barry,7/10/2017,35.2,3806.0,2.0,Casey City Council,Eastern Victoria,17093.0
Berwick,137 Viewgrand Dr,3,h,SP,LJ,7/10/2017,35.2,3806.0,2.0,Casey City Council,Eastern Victoria,17093.0
Black Rock,6/4 Karrakatta St,3,u,SP,Tanner,7/10/2017,17.3,3193.0,2.0,Bayside City Council,Southern Metropolitan,2866.0
Blackburn,4/231 Canterbury Rd,2,u,S,McGrath,7/10/2017,13.4,3130.0,2.0,Whitehorse City Council,Eastern Metropolitan,5713.0
Blackburn,2/15 Glen Ebor Av,2,u,S,Ray,7/10/2017,13.4,3130.0,2.0,Whitehorse City Council,Eastern Metropolitan,5713.0
Blackburn,61 Maple St,4,h,SN,Noel,7/10/2017,13.4,3130.0,3.0,Whitehorse City Council,Eastern Metropolitan,5713.0
Blackburn,2/4 Springfield Rd,3,u,SP,First,7/10/2017,13.4,3130.0,2.0,Whitehorse City Council,Eastern Metropolitan,5713.0
Blackburn North,38 Charlton St,4,h,S,Jellis,7/10/2017,13.4,3130.0,2.0,Whitehorse City Council,Eastern Metropolitan,2867.0
Blackburn North,20 Mall Ct,4,h,SP,Jellis,7/10/2017,13.4,3130.0,1.0,Whitehorse City Council,Eastern Metropolitan,2867.0
Boronia,1 Jarrah Ct,3,h,S,LJ,7/10/2017,25.0,3155.0,2.0,Knox City Council,Eastern Metropolitan,9704.0
Box Hill,1/109 Albion Rd,2,u,S,Fletchers,7/10/2017,10.9,3128.0,2.0,Whitehorse City Council,Eastern Metropolitan,4605.0
Brighton East,3 Aralee Pl,3,t,S,Marshall,7/10/2017,10.3,3187.0,2.0,Bayside City Council,Southern Metropolitan,6938.0
Brighton East,1/82 Hodder St,2,u,S,Buxton,7/10/2017,10.3,3187.0,2.0,Bayside City Council,Southern Metropolitan,6938.0
Brighton East,23 Lansdown St,3,h,VB,Hodges,7/10/2017,10.3,3187.0,2.0,Bayside City Council,Southern Metropolitan,6938.0
Brighton East,28 Milroy St,4,h,PI,Buxton,7/10/2017,10.3,3187.0,2.0,Bayside City Council,Southern Metropolitan,6938.0
Broadmeadows,319 Camp Rd,3,h,S,RW,7/10/2017,14.0,3047.0,3.0,Hume City Council,Northern Metropolitan,4294.0
