,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
10171,4,473,0,1,0,0,0,0,0,0,0,0,1,0,-1.0573045499010736,1.3324701696275338,0.24475918442414724,-1.3483075079713611,-1.3417024698236801,-1.2120434154297366
10172,4,2079,0,0,1,0,0,0,1,0,0,0,0,0,-0.5236391444173777,-0.4514495889401801,-1.1102504366335184,-0.3583563471928343,-0.3899089762706902,-0.4150804910894675
10173,3,1952,0,0,0,0,1,0,0,0,0,0,0,1,-0.13940005246911694,-0.7945110809724326,1.5997688054818129,0.03762411711857609,0.0723907205979048,-0.0383343814013405
10174,3,1662,0,0,1,0,0,0,1,0,0,0,0,0,-0.6090256092947691,-0.5200618873466316,-0.20691068926174133,-0.4663510192777647,-0.5530735751654883,-0.5599828409695166
10175,4,604,0,0,1,0,0,0,0,0,0,0,0,1,-0.8224917714882474,0.30328569353077633,-1.1102504366335184,-0.8713310395962532,-0.8522086731392853,-0.8208070707536043
10176,5,1142,0,0,1,0,0,0,0,1,0,0,0,0,-0.8011451552688996,0.23467339512432486,-1.1102504366335184,-0.8443323715750204,-0.8340792732620859,-0.8063168357655998
10177,2,4452,0,0,0,1,0,0,0,0,0,0,1,0,0.5650382827693615,0.09744879831142192,-0.20691068926174133,0.7935868217130885,0.7069197162998984,0.7586285429389286
10178,3,5204,0,0,0,0,1,0,0,0,0,1,0,0,0.4583052016726223,-0.10838809690792763,1.1480989317959243,0.6585934816069253,0.5981433170366994,0.6137261930588801
10179,2,5880,0,0,0,1,0,1,0,0,0,0,0,0,0.43695858545327443,-0.24561269372083058,0.24475918442414724,0.6315948135856926,0.5800139171595,0.5702554880948657
10180,1,4398,0,0,1,0,0,0,0,1,0,0,0,0,0.47965181789197014,0.4405102903436744,-0.20691068926174133,0.6315948135856926,0.6072080169752999,0.6716871330108998
10181,2,1343,0,0,1,0,0,0,1,0,0,0,0,0,-0.6090256092947691,0.1660610967178734,-1.1102504366335184,-0.5473470233414622,-0.5349441752882889,-0.5165121360055015
10182,2,3274,0,1,0,0,0,0,1,0,0,0,0,0,0.22349242325979624,0.30328569353077633,3.406448300225367,0.3616081333733671,0.3171376189401027,0.38188243325080157
10183,1,4914,0,0,0,1,0,0,0,0,0,1,0,0,0.7998510611821874,0.6463471855630288,-0.6585805629476299,0.9105810498050961,0.8610196152560967,0.9759820677590025
10184,2,4403,0,0,1,0,0,0,0,1,0,0,0,0,0.5223450503306658,-1.274797169817588,-0.6585805629476299,0.8205854897343204,0.770372615870098,0.6137261930588801
10185,2,10823,0,0,0,0,1,0,0,0,0,0,1,0,2.0166081856850138,-2.098144750694991,1.1480989317959243,1.9005322105836229,1.9669130077652859,1.5700817022672036
10186,1,4497,0,0,0,1,0,0,0,1,0,0,0,0,0.4583052016726223,0.5777348871565774,1.1480989317959243,0.5775974775432278,0.5618845172822998,0.6427066630348899
10187,4,835,0,0,1,0,0,1,0,0,0,0,0,0,-1.0573045499010736,0.30328569353077633,-0.6585805629476299,-1.2763110599147418,-1.3235730699464807,-1.2555141203937517
10188,2,2277,0,1,0,0,0,0,0,0,0,1,0,0,-0.16074666868846477,1.3324701696275338,0.6964290581100357,-0.0883696669805089,-0.045450378603893886,0.092077733490704
10189,1,5820,0,0,1,0,0,0,0,0,0,0,1,0,1.0987036882530572,-0.5200618873466316,0.6964290581100357,1.1895672860244988,1.1601547132298937,1.0919039476630417
10190,6,931,0,0,0,0,1,0,1,0,0,0,0,0,-1.0146113174623779,-0.5886741857530831,0.24475918442414724,-1.1143190517873458,-1.160408471051682,-1.1830629454537267
10191,3,3787,0,0,0,0,1,1,0,0,0,0,0,0,-0.054013587591725545,-1.4806340650369376,-0.20691068926174133,0.25361346128843676,0.2718141192471033,0.07758749850269878
10192,2,2016,0,0,0,1,0,0,0,1,0,0,0,0,-0.5022925281980298,0.6463471855630288,0.6964290581100357,-0.4123536832352999,-0.46242657577948953,-0.35711955113744787
10193,4,942,0,0,0,1,0,0,1,0,0,0,0,0,-1.0359579336817257,-0.5200618873466316,0.24475918442414724,-1.2043146118581216,-1.2329260705604812,-1.2555141203937517
10194,1,4121,0,0,0,0,1,0,0,1,0,0,0,0,0.4583052016726223,0.6463471855630288,-0.6585805629476299,0.5595983655290723,0.6072080169752999,0.6716871330108998
10195,5,929,0,0,1,0,0,0,0,0,0,0,1,0,-0.7797985390495518,-0.5886741857530831,-0.20691068926174133,-0.7903350355325557,-0.7524969738146859,-0.8208070707536043
10196,4,945,1,0,0,0,0,0,0,1,0,0,0,0,-0.737105306610856,3.528063718633952,-1.561920310319407,-0.7903350355325557,-0.8884674728936849,-0.47304143104148716
10197,4,3011,0,0,0,0,1,0,0,0,1,0,0,0,-0.13940005246911694,-0.7258987825659812,-1.1102504366335184,0.12761967718935177,0.14490832010670412,0.04860702852668895
10198,1,612,0,0,0,1,0,0,1,0,0,0,0,0,-0.9719180850236822,-0.1770003953143791,0.24475918442414724,-1.0873203837661138,-1.1241496712972823,-1.1106117705137024
10199,2,663,0,0,0,0,1,0,0,1,0,0,0,0,-1.0359579336817257,0.9207963791888298,-0.20691068926174133,-1.2763110599147418,-1.3145083700078803,-1.1975531804417319
10200,2,956,0,0,0,1,0,0,0,0,0,0,0,1,-0.6090256092947691,-0.03977579850147615,-0.6585805629476299,-0.5023492433060748,-0.5349441752882889,-0.5165121360055015
10201,1,4730,1,0,0,0,0,0,0,0,1,0,0,0,1.2481300017884918,-0.38283729053372867,0.6964290581100357,1.3155610701235847,1.2689311124930926,1.2223160625550857
10202,2,6579,0,0,1,0,0,1,0,0,0,0,0,0,0.4583052016726223,0.8521840807823784,-0.6585805629476299,0.5685979215361504,0.6162727169138996,0.7006676029869089
10203,2,1633,0,0,0,1,0,0,0,1,0,0,0,0,-0.374212830881943,-0.31422499212728205,1.1480989317959243,-0.2233630070866712,-0.2539384771916913,-0.2701781412094184
10204,2,4989,0,0,1,0,0,0,0,0,0,1,0,0,0.4583052016726223,0.5777348871565774,-1.561920310319407,0.5865970335503051,0.5528198173437,0.6427066630348899
10205,6,984,0,0,1,0,0,0,1,0,0,0,0,0,-0.9932647012430299,-0.03977579850147615,-0.6585805629476299,-1.1773159438368888,-1.1513437711130823,-1.1540824754777168
10206,2,4179,0,0,0,1,0,1,0,0,0,0,0,0,0.24483903947914407,-1.686470960256292,0.24475918442414724,0.5865970335503051,0.5437551174051003,0.3384117282867871
10207,4,14424,0,0,0,1,0,0,0,0,1,0,0,0,1.5469826288593616,-0.38283729053372867,1.1480989317959243,1.5045517462722124,1.4864839110194907,1.4251793523871537
10208,2,499,0,0,1,0,0,0,0,0,0,0,0,1,-1.0146113174623779,0.37189799193722295,-0.20691068926174133,-1.1593168318227334,-1.269184870314881,-1.1685727104657222
10209,7,2387,0,0,1,0,0,0,0,0,1,0,0,0,-0.5876789930754213,-0.03977579850147615,-0.6585805629476299,-0.48435013129191934,-0.5258794753496884,-0.502021901017497
10210,4,2250,1,0,0,0,0,0,0,0,1,0,0,0,-0.20343990112716046,4.625860493137155,0.24475918442414724,-0.23236256309374934,-0.35365017651629055,0.2369800833707531
10211,3,12610,0,0,0,0,1,0,0,0,0,0,1,0,2.123341266781753,-0.8631233793788841,-0.6585805629476299,1.9275308786048557,1.9669130077652859,1.7874352270872762
10212,1,4340,0,0,0,1,0,0,0,0,1,0,0,0,0.9706239909369702,-0.4514495889401801,0.24475918442414724,1.1085712819608013,1.0695077138438949,1.0194527727230176
10213,5,827,0,1,0,0,0,0,0,0,0,0,1,0,-0.8224917714882474,1.195245572814631,-0.20691068926174133,-0.9073292636245633,-0.8794027729550852,-0.7628461308015854
10214,3,561,0,0,0,0,1,0,1,0,0,0,0,0,-1.0146113174623779,-0.8631233793788841,0.24475918442414724,-1.1953150558510435,-1.1876025708674818,-1.2555141203937517
10215,2,16904,0,0,1,0,0,0,0,0,0,0,1,0,3.1266322290911,0.4405102903436744,-0.20691068926174133,2.4315060150011965,2.3929539048794806,2.468476271523507
10216,1,4327,0,0,1,0,0,0,0,0,1,0,0,0,0.4583052016726223,-0.8631233793788841,0.24475918442414724,0.71259081764939,0.6797256164840992,0.5702554880948657
10217,4,1123,0,0,0,1,0,1,0,0,0,0,0,0,-0.8438383877075951,0.23467339512432486,0.24475918442414724,-0.925328375638718,-0.9065968727708843,-0.8787680107056239
10218,6,530,0,0,0,0,1,0,1,0,0,0,0,0,-1.2067308634365084,0.23467339512432486,0.24475918442414724,-1.6452928562049198,-1.631772867858877,-1.6032797601058688
10219,4,2152,1,0,0,0,0,0,0,0,0,1,0,0,-0.20343990112716046,2.1558177505049416,-0.6585805629476299,-0.04337188694512146,-0.15422677786709285,0.16452890843072823
10220,4,1067,0,0,1,0,0,1,0,0,0,0,0,0,-0.8865316201462908,0.30328569353077633,-0.20691068926174133,-0.9883252676882609,-0.9700497723410839,-0.9367289506576436
10221,2,874,0,0,0,1,0,1,0,0,0,0,0,0,-0.9078782363656387,0.37189799193722295,-0.6585805629476299,-0.9793257116811835,-1.0153732720340833,-0.9512191856456488
10222,0,2378,0,0,0,1,0,0,0,0,1,0,0,0,0.5436916665500137,-0.03977579850147615,0.6964290581100357,0.7665881536918556,0.6706609165454988,0.7006676029869089
10223,3,1786,0,0,1,0,0,0,0,1,0,0,0,0,-0.5449857606367255,0.30328569353077633,-0.20691068926174133,-0.4393523512565319,-0.47149127571808924,-0.4150804910894675
10224,4,1987,0,0,1,0,0,1,0,0,0,0,0,0,-0.5449857606367255,-0.10838809690792763,-1.561920310319407,-0.4393523512565319,-0.4352324759636896,-0.4440609610654773
10225,4,5151,0,0,0,0,1,0,1,0,0,0,0,0,0.22349242325979624,-0.4514495889401801,0.6964290581100357,0.3706076893804444,0.42591401820330166,0.3384117282867871
10226,3,14683,0,0,0,1,0,0,0,1,0,0,0,0,1.5256360126400137,-0.10838809690792763,0.24475918442414724,1.4325552982155922,1.4683545111422904,1.4251793523871537
10227,3,13287,0,0,0,0,1,1,0,0,0,0,0,0,1.5042893964206658,0.4405102903436744,0.6964290581100357,1.3335601821377394,1.395836911633491,1.4251793523871537
10228,5,3842,0,0,1,0,0,0,0,1,0,0,0,0,-0.11805343624976908,-0.24561269372083058,-0.6585805629476299,0.09162145316104166,0.11771422029090498,0.07758749850269878
10229,2,904,0,0,0,1,0,0,1,0,0,0,0,0,-0.8224917714882474,-0.4514495889401801,2.0514386791677013,-0.8083341475467103,-0.8794027729550852,-0.8787680107056239
10230,2,589,0,0,1,0,0,1,0,0,0,0,0,0,-1.0146113174623779,0.1660610967178734,-0.20691068926174133,-1.222313723872276,-1.2057319707446814,-1.1830629454537267
10231,7,8973,0,1,0,0,0,0,0,0,1,0,0,0,0.6931179800854486,-1.4806340650369376,-0.6585805629476299,0.9645783858475608,1.015119514212295,0.7731187779269344
10232,3,1955,0,0,1,0,0,1,0,0,0,0,0,0,-0.48094591197868225,0.028836499904970444,-0.20691068926174133,-0.3943545712211444,-0.37177957639349,-0.3716097861254531
10233,7,6951,0,0,1,0,0,0,0,0,1,0,0,0,0.3302255043565352,-1.3434094682240396,0.6964290581100357,0.5685979215361504,0.634402116791099,0.41086290322681135
10234,6,955,0,0,1,0,0,0,0,1,0,0,0,0,-0.9932647012430299,0.09744879831142192,-1.1102504366335184,-1.1773159438368888,-1.1694731709902817,-1.1540824754777168
10235,3,752,0,0,0,0,1,0,0,1,0,0,0,0,-0.8865316201462908,-1.4120217666304862,-0.20691068926174133,-0.8983297076174852,-0.8522086731392853,-1.0091801255976685
10236,3,3431,0,0,0,1,0,0,0,0,0,0,1,0,0.22349242325979624,-1.3434094682240396,1.5997688054818129,0.44260413743706467,0.36246111863310204,0.22248984838274785
10237,3,1073,0,0,0,1,0,0,1,0,0,0,0,0,-0.7584519228302039,0.37189799193722295,0.6964290581100357,-0.7363376994900901,-0.8340792732620859,-0.7338656608255755
10238,2,844,0,0,1,0,0,0,1,0,0,0,0,0,-0.8865316201462908,-0.4514495889401801,-1.1102504366335184,-0.9343279316457953,-0.9065968727708843,-0.9512191856456488
10239,1,12980,0,0,0,1,0,0,0,0,0,0,1,0,2.8491262182395785,-1.3434094682240396,0.24475918442414724,2.4315060150011965,2.3929539048794806,2.1496911017873988
10240,1,4295,0,0,0,0,1,1,0,0,0,0,0,0,0.43695858545327443,-0.1770003953143791,2.50310855285359,0.5325996975078403,0.48936691777350044,0.48331407816683625
10241,1,462,0,1,0,0,0,1,0,0,0,0,0,0,-1.0359579336817257,1.4696947664404318,-0.20691068926174133,-1.3033097279359738,-1.269184870314881,-1.1395922404897123
10242,6,1168,0,0,1,0,0,0,0,1,0,0,0,0,-0.8438383877075951,0.028836499904970444,0.24475918442414724,-0.9073292636245633,-0.8794027729550852,-0.8787680107056239
10243,2,1956,1,0,0,0,0,0,0,0,0,0,0,1,-0.054013587591725545,-1.0689602745982336,3.8581181739112558,0.21761523726012666,0.0723907205979048,0.019626558550679133
10244,3,1787,0,0,1,0,0,1,0,0,0,0,0,0,-0.6090256092947691,0.09744879831142192,-0.20691068926174133,-0.574345691362695,-0.5258794753496884,-0.5310023709935068
10245,3,628,0,0,0,0,1,0,0,0,0,1,0,0,-1.0359579336817257,0.9207963791888298,0.24475918442414724,-1.2673115039076637,-1.3235730699464807,-1.1975531804417319
10246,4,10801,0,0,0,1,0,0,0,1,0,0,0,0,1.0560104558143615,-0.31422499212728205,1.5997688054818129,1.1895672860244988,1.1057665135982946,1.0919039476630417
10247,0,4215,0,0,1,0,0,1,0,0,0,0,0,0,0.6931179800854486,-0.7945110809724326,-1.1102504366335184,0.9285801618192507,0.9063431149490969,0.8020992479029436
10248,3,1690,0,0,1,0,0,1,0,0,0,0,0,0,-0.6303722255141169,0.09744879831142192,-0.20691068926174133,-0.5833452473697723,-0.5712029750426885,-0.5599828409695166
10249,2,3251,0,0,1,0,0,0,0,0,0,0,1,0,0.22349242325979624,-0.6572864841595345,-0.20691068926174133,0.4696028054582974,0.4440434180805011,0.36739219826279695
10250,3,4906,0,0,1,0,0,0,0,0,0,0,0,1,0.7358112125241438,-0.24561269372083058,-1.1102504366335184,0.9105810498050961,0.9426019147034957,0.8890406578309736
10251,5,638,0,0,1,0,0,0,0,0,1,0,0,0,-1.0573045499010736,0.30328569353077633,-1.561920310319407,-1.2943101719288965,-1.269184870314881,-1.2410238854057463
10252,1,4853,0,0,0,0,1,0,0,1,0,0,0,0,0.6290781314274051,0.9894086775952813,0.24475918442414724,0.7305899296635455,0.688790316422699,0.8455699528669587
10253,3,992,0,0,1,0,0,0,0,0,0,1,0,0,-0.8011451552688996,0.5091225887501258,-0.20691068926174133,-0.8263332595608658,-0.8794027729550852,-0.7918266007775945
10254,1,7056,0,0,0,1,0,0,0,0,0,0,1,0,1.5042893964206658,0.30328569353077633,1.5997688054818129,1.360558850158972,1.3233193121246927,1.38170864742314
10255,6,1838,0,0,1,0,0,0,0,0,0,1,0,0,-0.6303722255141169,-0.7945110809724326,-1.1102504366335184,-0.5023492433060748,-0.5440088752268886,-0.603453545933531
10256,4,544,0,0,1,0,0,0,0,0,0,1,0,0,-1.0359579336817257,-0.4514495889401801,-0.20691068926174133,-1.2403128358864317,-1.2147966706832818,-1.2555141203937517
10257,3,540,0,0,1,0,0,0,0,0,0,0,1,0,-1.0573045499010736,0.5777348871565774,-0.6585805629476299,-1.2763110599147418,-1.3054436700692806,-1.2265336504177418
10258,1,1154,0,0,0,1,0,0,0,1,0,0,0,0,-0.5449857606367255,-1.4806340650369376,1.1480989317959243,-0.4303527952494546,-0.4080383761478897,-0.5744730759575212
10259,7,10029,0,0,0,0,1,0,1,0,0,0,0,0,0.47965181789197014,-0.03977579850147615,1.1480989317959243,0.5865970335503051,0.7159844162384981,0.6427066630348899
10260,5,2507,0,0,1,0,0,0,0,0,1,0,0,0,-0.374212830881943,0.5777348871565774,-0.20691068926174133,-0.27736034312913677,-0.23580907731449188,-0.18323673128138895
10261,6,990,0,0,1,0,0,0,0,1,0,0,0,0,-1.0146113174623779,0.23467339512432486,-0.6585805629476299,-1.1683163878298115,-1.2147966706832818,-1.1540824754777168
10262,5,816,0,0,1,0,0,0,1,0,0,0,0,0,-1.0146113174623779,0.30328569353077633,-2.0135901840052957,-1.2043146118581216,-1.1876025708674818,-1.1540824754777168
10263,4,721,0,0,1,0,0,0,0,0,0,1,0,0,-0.8865316201462908,-0.4514495889401801,-1.1102504366335184,-0.9433274876528734,-0.9156615727094849,-0.9657094206336534
10264,6,2579,0,0,0,0,1,0,1,0,0,0,0,0,-0.6090256092947691,0.30328569353077633,1.1480989317959243,-0.5833452473697723,-0.5530735751654883,-0.5310023709935068
10265,1,4912,0,0,0,1,0,1,0,0,0,0,0,0,0.47965181789197014,-1.549246363443389,2.0514386791677013,0.7485890416777002,0.7159844162384981,0.512294548142846
10266,2,6976,0,0,0,1,0,0,0,0,0,0,0,1,1.5256360126400137,-0.38283729053372867,2.0514386791677013,1.4685535222439023,1.4411604113264913,1.38170864742314
10267,1,1806,0,0,0,1,0,0,0,1,0,0,0,0,-0.20343990112716046,-0.7945110809724326,-0.20691068926174133,0.0736223411468862,0.008937821027706003,-0.05282461638934509
10268,3,1114,0,0,0,0,1,0,0,0,0,0,0,1,-0.5663323768560734,0.783571782375927,0.24475918442414724,-0.5113487993131521,-0.4986853755338892,-0.4150804910894675
10269,3,1627,0,0,0,1,0,1,0,0,0,0,0,0,-0.5449857606367255,-0.10838809690792763,-0.6585805629476299,-0.4393523512565319,-0.4986853755338892,-0.47304143104148716
10270,2,709,0,0,1,0,0,1,0,0,0,0,0,0,-1.0573045499010736,0.30328569353077633,-1.1102504366335184,-1.2583119479005864,-1.3054436700692806,-1.2410238854057463
10271,3,1087,0,0,0,1,0,0,0,0,1,0,0,0,-0.8011451552688996,-1.137572573004685,1.5997688054818129,-0.7813354795254775,-0.8522086731392853,-0.922238715669639
10272,1,1128,0,0,1,0,0,0,1,0,0,0,0,0,-0.6090256092947691,-0.31422499212728205,1.5997688054818129,-0.5383474673343849,-0.5258794753496884,-0.5599828409695166
10273,5,10646,0,0,1,0,0,0,0,0,0,0,1,0,1.5042893964206658,-0.03977579850147615,-1.1102504366335184,1.4325552982155922,1.5046133108966901,1.4541598223631642
10274,6,2568,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169060633206387,-0.5200618873466316,-0.6585805629476299,-0.2593612311149813,-0.23580907731449188,-0.29915861118542825
10275,4,1778,0,0,0,0,1,0,0,1,0,0,0,0,-0.5876789930754213,-0.03977579850147615,-0.6585805629476299,-0.5293479113273075,-0.507750075472489,-0.5165121360055015
10276,2,560,0,0,1,0,0,0,0,1,0,0,0,0,-0.9292248525849865,-0.10838809690792763,-0.6585805629476299,-1.0423226037307256,-1.0063085720954836,-1.023670360585673
10277,4,2107,0,0,1,0,0,0,1,0,0,0,0,0,-0.5236391444173777,0.1660610967178734,-0.6585805629476299,-0.4123536832352999,-0.4442971759022893,-0.4005902561014629
10278,3,8879,0,0,1,0,0,0,0,0,0,0,1,0,1.5256360126400137,0.783571782375927,-0.20691068926174133,1.387557518180204,1.3595781118790922,1.4831402923391734
10279,3,602,0,0,0,0,1,0,0,1,0,0,0,0,-1.0146113174623779,0.8521840807823784,-0.20691068926174133,-1.2583119479005864,-1.2329260705604812,-1.1540824754777168
10280,2,619,0,0,1,0,0,1,0,0,0,0,0,0,-0.9292248525849865,-0.7945110809724326,-0.6585805629476299,-1.0333230477236484,-0.9972438721568839,-1.0816313005376927
10281,4,9230,0,0,1,0,0,0,0,0,1,0,0,0,0.9279307584982744,0.23467339512432486,-0.20691068926174133,1.0275752778971037,0.960731314580696,1.0194527727230176
10282,4,6335,0,0,0,1,0,0,0,0,1,0,0,0,0.4583052016726223,0.6463471855630288,0.24475918442414724,0.5685979215361504,0.5256257175279001,0.6282164280468853
10283,3,1033,0,0,0,1,0,1,0,0,0,0,0,0,-0.9719180850236822,0.23467339512432486,0.24475918442414724,-1.1053194957802686,-1.160408471051682,-1.096121535525698
10284,2,2066,0,1,0,0,0,0,0,0,0,1,0,0,-0.20343990112716046,1.4010824680339804,0.24475918442414724,-0.12436789100881901,-0.06357977848109331,0.07758749850269878
10285,0,929,0,0,0,0,1,0,0,0,1,0,0,0,-0.48094591197868225,-1.549246363443389,-0.2520776766303308,-0.27736034312913677,-0.2448737772530916,-0.4295707260774721
10286,7,1053,0,1,0,0,0,0,1,0,0,0,0,0,-0.9292248525849865,-2.784267734759496,-1.561920310319407,-0.8893301516104078,-0.8522086731392853,-1.1395922404897123
10287,6,1712,0,0,1,0,0,0,0,0,0,0,1,0,-0.5236391444173777,0.6463471855630288,-0.20691068926174133,-0.4483519072636092,-0.507750075472489,-0.4005902561014629
10288,2,500,0,1,0,0,0,0,0,1,0,0,0,0,-1.0573045499010736,1.195245572814631,-0.20691068926174133,-1.3393079519642839,-1.3235730699464807,-1.2120434154297366
10289,6,4702,0,0,1,0,0,0,1,0,0,0,0,0,-0.16074666868846477,-0.10838809690792763,-0.6585805629476299,0.019625005104421438,0.03613192084350514,0.019626558550679133
10290,4,2930,0,0,0,1,0,0,1,0,0,0,0,0,-0.20343990112716046,-1.000347976191787,0.24475918442414724,-0.025372774930966,0.008937821027706003,-0.1252757913293693
10291,2,5544,0,0,0,1,0,0,1,0,0,0,0,0,0.43695858545327443,0.5777348871565774,1.1480989317959243,0.5595983655290723,0.5165610175893004,0.6282164280468853
10292,1,4303,0,0,0,0,1,0,0,0,0,1,0,0,0.47965181789197014,-1.4120217666304862,0.24475918442414724,0.7215903736564682,0.7613079159314983,0.5412750181188558
10293,1,3801,0,0,0,1,0,0,1,0,0,0,0,0,0.4583052016726223,-1.549246363443389,1.1480989317959243,0.775587709698933,0.7250491161770987,0.5267847831308506
10294,1,9959,0,0,0,0,1,1,0,0,0,0,0,0,1.5042893964206658,-1.3434094682240396,2.50310855285359,1.5405499703005225,1.4955486109580904,1.2947672374951098
10295,2,6061,0,0,0,0,1,0,0,1,0,0,0,0,0.5863848989887094,-0.10838809690792763,0.24475918442414724,0.7305899296635455,0.7885020157472974,0.744138307950924
10296,2,1662,0,0,0,0,1,1,0,0,0,0,0,0,-0.5449857606367255,0.1660610967178734,-1.1102504366335184,-0.4663510192777647,-0.4442971759022893,-0.4295707260774721
10297,4,631,0,0,1,0,0,0,0,0,0,0,0,1,-0.8438383877075951,0.5777348871565774,-1.1102504366335184,-0.9163288196316407,-0.8884674728936849,-0.8352973057416095
10298,4,11970,0,0,0,1,0,0,0,0,0,0,0,1,3.0839389966524053,-0.5886741857530831,0.24475918442414724,2.45850468302243,2.4292127046338807,2.3235739216434577
10299,2,5985,0,0,1,0,0,0,0,0,0,1,0,0,0.9065841422789266,0.09744879831142192,-0.6585805629476299,1.0185757218900264,0.9969901143350957,1.0194527727230176
10300,2,4788,0,0,0,1,0,0,0,0,0,1,0,0,0.43695858545327443,-1.6178586618498405,0.24475918442414724,0.7035912616423128,0.661596216606899,0.4543336081908264
10301,2,16957,0,0,0,1,0,0,1,0,0,0,0,0,2.7210465209234913,-0.38283729053372867,0.24475918442414724,2.260514450866724,2.2297893059846823,2.1641813367754046
10302,2,12821,0,0,0,1,0,0,0,1,0,0,0,0,1.8031420234915352,-0.31422499212728205,0.24475918442414724,1.7295406464491505,1.6859073096686883,1.6425328772072276
10303,6,1295,0,0,1,0,0,0,0,1,0,0,0,0,-0.8224917714882474,0.028836499904970444,-0.20691068926174133,-0.8803305956033305,-0.8522086731392853,-0.8497875407296142
10304,1,3918,0,0,1,0,0,0,0,0,0,0,1,0,0.3302255043565352,-0.38283729053372867,-0.6585805629476299,0.5415992535149177,0.5800139171595,0.512294548142846
10305,2,4697,0,0,0,0,1,1,0,0,0,0,0,0,0.43695858545327443,-1.137572573004685,1.1480989317959243,0.6675930376140027,0.7431785160542981,0.5412750181188558
10306,3,13307,0,1,0,0,0,0,0,0,1,0,0,0,1.5042893964206658,-0.24561269372083058,0.6060950833728568,1.4325552982155922,1.4864839110194907,1.3961988824111446
10307,3,17323,0,0,0,1,0,0,1,0,0,0,0,0,1.9312217208076223,0.783571782375927,0.24475918442414724,1.6575441983925303,1.6405838099756889,1.758454757111267
10308,6,2555,0,0,1,0,0,0,0,1,0,0,0,0,-0.48094591197868225,0.37189799193722295,-1.1102504366335184,-0.37635545920698976,-0.37177957639349,-0.32813908116143803
10309,0,2657,0,1,0,0,0,1,0,0,0,0,0,0,0.43695858545327443,-2.7156554363530496,2.0514386791677013,0.7035912616423128,0.6706609165454988,0.30943125831077734
10310,2,11935,1,0,0,0,0,0,0,0,1,0,0,0,2.5716202073880567,2.567491540943641,0.24475918442414724,1.8825330985694684,1.8128131088090875,2.2511227467034334
10311,2,15804,0,0,0,1,0,0,1,0,0,0,0,0,1.9312217208076223,0.028836499904970444,0.24475918442414724,1.7025419784279177,1.6224544100984888,1.6570231121952324
10312,3,6516,0,0,0,0,1,0,1,0,0,0,0,0,0.4583052016726223,1.0580209760017278,0.24475918442414724,0.5865970335503051,0.5618845172822998,0.7151578379749147
10313,2,1436,0,0,0,0,1,1,0,0,0,0,0,0,-0.6303722255141169,-2.0295324522885445,1.1480989317959243,-0.5023492433060748,-0.45336187584088905,-0.6903949558615604
10314,5,1076,0,0,1,0,0,0,0,0,1,0,0,0,-0.8224917714882474,0.028836499904970444,-0.6585805629476299,-0.8533319275820977,-0.8975321728322846,-0.8642777757176193
10315,2,4738,0,0,0,0,1,0,1,0,0,0,0,0,0.3302255043565352,-0.10838809690792763,-0.6585805629476299,0.5236001415007622,0.5709492172209003,0.5267847831308506
10316,1,5231,0,0,1,0,0,0,0,0,1,0,0,0,0.6717713638661008,-0.7258987825659812,0.6964290581100357,0.8925819377909406,0.933537214764896,0.8020992479029436
10317,1,10905,0,0,0,1,0,1,0,0,0,0,0,0,1.6110224775174051,0.1660610967178734,0.24475918442414724,1.4955521902651343,1.5499368105896902,1.541101232291193
10318,3,7135,0,0,0,0,1,0,0,1,0,0,0,0,0.4583052016726223,1.4010824680339804,-1.1102504366335184,0.5236001415007622,0.5890786170980997,0.744138307950924
10319,4,1759,0,0,1,0,0,0,1,0,0,0,0,0,-0.6303722255141169,0.09744879831142192,-1.5167533229508174,-0.574345691362695,-0.5258794753496884,-0.5310023709935068
10320,3,624,0,0,0,1,0,0,0,0,0,1,0,0,-0.9932647012430299,-2.0295324522885445,2.0514386791677013,-1.0783208277590357,-1.1241496712972823,-1.2844945903697613
10321,4,862,0,0,1,0,0,0,0,1,0,0,0,0,-0.9292248525849865,-1.137572573004685,-0.6585805629476299,-0.9703261556741054,-0.942855672525284,-1.067141065549688
10322,3,4435,0,0,0,1,0,0,1,0,0,0,0,0,0.22349242325979624,-0.24561269372083058,-0.20691068926174133,0.41560546941583265,0.389655218448902,0.36739219826279695
10323,2,898,0,0,0,1,0,0,1,0,0,0,0,0,-0.8865316201462908,-0.38283729053372867,0.6964290581100357,-0.9523270436599508,-0.9881791722182842,-0.9946898906096632
10324,4,8077,0,0,0,0,1,1,0,0,0,0,0,0,0.43695858545327443,-0.8631233793788841,0.6964290581100357,0.6315948135856926,0.661596216606899,0.5267847831308506
10325,0,956,1,0,0,0,0,0,0,0,1,0,0,0,-0.20343990112716046,3.802512912259748,-0.20691068926174133,-0.17836522705128377,-0.3173913767618909,0.20799961339474327
10326,1,5602,0,0,1,0,0,0,0,0,0,1,0,0,0.9065841422789266,-0.5200618873466316,-0.20691068926174133,1.0815726139395685,1.042313614028095,0.9614918327709979
10327,3,3513,0,0,0,1,0,0,0,0,0,0,0,1,0.47965181789197014,-0.10838809690792763,0.24475918442414724,0.6045961455644605,0.5618845172822998,0.5702554880948657
